australian,ls,eul,366,1,0.469565,0.348778,304,0.989637,0.55942,0.430398,152.094
australian,ls,squared,360,1,0.478261,0.228733,261,0.951049,0.621739,0.349641,227.902
pima,ls,weight,402,1,0.476562,0.738281,336,1,0.5625,0.78125,234.299
pima,ls,eul,396,1,0.484375,0.362665,320,0.984375,0.583333,0.451465,242.752
pima,ls,squared,399,1,0.480469,0.23085,325,0.988713,0.576823,0.325256,280.329
glass,ls,weight,102,1,0.521127,0.760563,90,1,0.577465,0.788732,1.52999
glass,ls,eul,98,1,0.539906,0.416606,88,0.992,0.586854,0.459704,1.19809
glass,ls,squared,103,1,0.516432,0.266702,86,0.992126,0.596244,0.349931,1.89753
iris,ls,weight,20,1,0.866667,0.933333,16,1,0.893333,0.946667,0.162862
iris,ls,squared,20,1,0.866667,0.751111,16,1,0.893333,0.798044,0.16061
iris,ls,eul,20,1,0.866667,0.802528,16,1,0.893333,0.839945,0.160589
blogger,ls,weight,25,1,0.528302,0.764151,23,1,0.566038,0.783019,0.049504
blogger,ls,eul,25,1,0.528302,0.405085,23,1,0.566038,0.443045,0.049305
blogger,ls,squared,25,1,0.528302,0.279103,22,0.967742,0.584906,0.320399,0.050129
bcw,ls,weight,395,1,0.430836,0.715418,346,1,0.501441,0.750721,114.529
bcw,ls,eul,402,1,0.419913,0.303693,317,0.960106,0.542569,0.397829,184.409
bcw,ls,squared,398,1,0.426513,0.181913,296,0.949749,0.573487,0.296664,198.43
australian,ls,weight,363,1,0.473913,0.736957,307,1,0.555072,0.777536,127.118
australian,ls,eul,366,1,0.469565,0.348778,301,0.989717,0.563768,0.434809,175.971
australian,ls,squared,362,1,0.475362,0.225969,255,0.947126,0.630435,0.35653,236.056
pima,ls,weight,400,1,0.479167,0.739583,335,1,0.563802,0.781901,190.605
pima,ls,eul,400,1,0.479167,0.357758,328,0.990909,0.572917,0.444758,250.102
pima,ls,squared,400,1,0.479167,0.229601,316,0.982301,0.588542,0.334229,262.485
